   1,4.091394e-05
   3,9.298623e-07
   4,1.239816e-06
   5,2.789587e-06
   6,2.479633e-06
   7,5.26922e-06
   8,5.579174e-06
   9,8.058807e-06
   10,9.608578e-06
   11,9.298624e-06
   12,1.456784e-05
   13,1.115835e-05
   14,1.549771e-05
   15,2.293661e-05
   16,2.510628e-05
   17,3.161532e-05
   18,2.758592e-05
   19,2.882573e-05
   20,3.502482e-05
   21,4.494335e-05
   22,4.711303e-05
   23,4.773293e-05
   24,5.362206e-05
   25,5.889128e-05
   26,5.765146e-05
   27,6.385054e-05
   28,7.190935e-05
   29,7.035959e-05
   30,7.90383e-05
   31,7.097949e-05
   32,9.019665e-05
   33,9.081655e-05
   34,8.523739e-05
   35,0.0001087939
   36,0.0001001152
   37,0.0001084839
   38,0.0001140631
   39,0.0001366898
   40,0.0001267712
   41,0.0001425789
   42,0.0001391694
   43,0.0001503277
   44,0.0001599363
   45,0.0001630359
   46,0.0001779137
   47,0.0001580766
   48,0.0001884521
   49,0.0002048797
   50,0.0002002304
   51,0.0002116987
   52,0.0002098389
   53,0.0002191376
   54,0.000216348
   55,0.0002309158
   56,0.0002504429
   57,0.0002352552
   58,0.0002696601
   59,0.000250133
   60,0.000263461
   61,0.0002805085
   62,0.000290427
   63,0.0002873274
   64,0.0003053048
   65,0.0002935265
   66,0.0003096442
   67,0.0003226622
   68,0.0003254518
   69,0.0003418794
   70,0.0003266916
   71,0.0003722549
   72,0.0003905422
   73,0.0003778341
   74,0.0004103793
   75,0.0003936417
   76,0.00040542
   77,0.000411929
   78,0.0004373453
   79,0.0004271168
   80,0.0004432344
   81,0.0004398249
   82,0.0004581122
   83,0.0004633814
   84,0.0004875578
   85,0.000499956
   86,0.0004962365
   87,0.0005039854
   88,0.0005179333
   89,0.0005436595
   90,0.000520413
   91,0.0005359107
   92,0.0005479989
   93,0.0005572975
   94,0.0005882929
   95,0.0005982114
   96,0.0005631867
   97,0.0006133992
   98,0.0006133992
   99,0.0006354059
   100,0.0006515235
   101,0.000661752
   102,0.0006654715
   103,0.0006766298
   104,0.0006794194
   105,0.0006657814
   106,0.0007045257
   107,0.0007277722
   108,0.0007039058
   109,0.0007525686
   110,0.0007225031
   111,0.0007786047
   112,0.0007981319
   113,0.0007851138
   114,0.0007807744
   115,0.0007804644
   116,0.0008027811
   117,0.0008319169
   118,0.0008272675
   119,0.0008356363
   120,0.0008911181
   121,0.0008291273
   122,0.0008892583
   123,0.0008805796
   124,0.000918394
   125,0.0009404008
   126,0.0009283126
   127,0.0009940228
   128,0.000959308
   129,0.0009385411
   130,0.00101231
   131,0.001006111
   132,0.001012
   133,0.0009813147
   134,0.001028738
   135,0.001024708
   136,0.001037107
