1	131.9999961
3	3
4	3.999998709
5	9.000000323
6	8.000000645
7	17.00000097
8	18.00000065
9	26.00000129
10	31.0000029
11	30.00000323
12	46.99999129
13	36.00000774
14	50.00001613
15	74.00002129
16	80.99999322
17	102.0000058
18	89.00001645
19	92.99999581
20	113.0000216
21	145.0000177
22	152.0000219
23	153.9999955
24	173.0000023
25	190.0000032
26	185.9999916
27	205.9999852
28	231.9999961
29	227.00003
30	255.0000145
31	229.0000035
32	291.0000223
33	292.9999958
34	275.0000403
35	351.0000352
36	323.0000829
37	349.9998871
38	367.9999716
39	441.0001352
40	408.9999132
41	460.0000452
42	449.0000294
43	484.9998758
44	515.9999497
45	526.00014
46	574.0001503
47	510.000029
48	608.0000232
49	661.0001287
50	646.0001658
51	683.0001603
52	676.9999171
53	707.0001655
54	698.0001232
55	744.9999855
56	807.9999587
57	759.0001229
58	870.0001065
59	807.0001332
60	850.0000484
61	905.0001274
62	937.0000268
63	926.9998364
64	985.0000371
65	946.9998945
66	999.0001745
67	1040.999942
68	1049.999984
69	1103.000089
70	1053.999931
71	1201.000084
72	1260.00011
73	1219.000168
74	1324.000231
75	1269.999977
76	1308.00012
77	1329.000004
78	1411.000209
79	1378.000162
80	1430.000119
81	1419.000104
82	1478.00013
83	1495.000066
84	1573.000002
85	1613.000118
86	1600.999955
87	1626.000108
88	1670.999996
89	1754.000028
90	1679.000213
91	1729.000197
92	1768.000165
93	1798.000091
94	1898.000059
95	1929.999958
96	1817.000324
97	1979.000116
98	1979.000116
99	2049.999984
100	2101.999941
101	2134.999989
102	2147.000153
103	2182.999999
104	2192.000041
105	2147.999978
106	2273.000099
107	2347.999914
108	2271.000126
109	2428.000146
110	2331.0003
111	2512.000003
112	2575.000298
113	2533.000209
114	2519.000071
115	2517.999923
116	2589.999939
117	2684.000308
118	2669.000023
119	2696.00015
120	2875.000202
121	2675.000266
122	2868.999958
123	2841.000006
124	2963.000005
125	3034.000196
126	2995.000227
127	3207.000004
128	3095.000195
129	3028.000275
130	3265.999708
131	3245.999972
132	3264.99956
133	3166.000063
134	3319.001104
135	3305.999179
136	3346.001876
137	3437.999368
138	3479.999135
139	3408.001378
140	3514.000944
141	3596.000182
142	3578.000743
143	3603.001219
144	3682.000012
145	3699.999452
146	3720.999335
147	3722.999631
148	3901.00018
149	3912.001809
150	3806.999165
151	3922.000064
152	3878.000001
153	4109.998868
154	3949.000836
155	4220.999174
156	4175.998962
157	4078.000581
158	4219.999026
159	4189.000888
160	4273.000422
161	4178.999407
162	4244.999502
163	4265.999385
164	4384.000728
165	4483.999405
166	4506.999585
167	4519.001362
168	4644.000515
169	4541.001393
170	4677.999097
171	4644.000515
172	4902.000006
173	4750.000081
174	4746.999636
175	4834.999763
176	4828.998874
177	4904.000302
178	4924.000037
179	5064.001412
180	5041.001232
181	5097.999994
182	5230.000184
183	5044.001676
184	5349.001675
185	5218.001633
186	5270.999803
187	5298.000575
188	5473.00068
189	5460.998903
190	5347.001379
191	5622.000161
192	5515.000447
193	5563.001102
194	5677.001853
195	5743.99887
196	5655.001821
197	5811.999261
198	5667.000372
199	5875.999059
200	5716.001176
201	5786.001863
202	5778.000678
203	5909.00072
204	6062.000793
205	5950.000339
206	5981.001703
207	6103.000412
208	6150.000919
209	6237.000898
210	6213.00057
211	6262.001374
212	6259.000929
213	6244.001934
214	6289.999068
215	6328.001469
216	6466.999469
217	6226.999417
218	6410.000707
219	6614.998801
220	6413.001151
221	6411.000855
222	6659.999013
223	6499.000981
224	6679.001826
225	6718.001149
226	6808.001572
227	6760.000916
228	6821.000271
229	6870.001074
230	6954.000608
231	6728.999552
232	6890.00081
233	6890.00081
234	6988.999339
235	7061.000322
236	7158.001782
237	7106.000534
238	7269.99901
239	7240.00102
240	7234.000131
241	7222.00158
242	7243.001464
243	7289.001823
244	7368.000617
245	7402.999347
246	7374.001505
247	7427.999823
248	7474.000183
249	7365.000173
250	7614.001557
251	7599.999484
252	7496.000214
253	7684.002244
254	7778.000033
255	7827.000837
256	7618.999071
257	7741.001006
258	7776.999885
259	7702.001683
260	7867.000307
261	7871.0009
262	7839.999535
263	7929.999958
264	7876.00164
265	7921.998773
266	8093.001512
267	8011.999196
268	8053.998963
269	7985.00165
270	7854.001609
271	7897.001524
272	8109.000655
273	8176.000898
274	8121.999354
275	8138.001723
276	8363.999702
277	8036.999672
278	8254.999692
279	8263.000877
280	8175.00075
281	8385.999734
282	8192.000041
283	8355.001595
284	8510.998887
285	8346.000263
286	8440.001278
287	8447.999236
288	8538.999807
289	8380.998993
290	8559.99969
291	8621.999193
292	8451.999828
293	8534.999214
294	8693.000028
295	8526.001108
296	8573.001615
297	8608.000346
298	8539.999955
299	8751.999086
300	8663.99896
301	8735.999943
302	8507.001521
303	8700.001065
304	8733.999647
305	8719.000652
306	8556.999246
307	8735.999943
308	8922.001677
309	8806.00063
310	8900.001645
311	8822.999922
312	8995.99973
313	8836.998769
314	8769.001604
315	8933.00008
316	9029.001391
317	8841.999509
318	8720.0008
319	8909.9999
320	9013.99917
321	8988.001772
322	8924.001973
323	9054.998789
324	8943.998482
325	9087.000301
326	9155.000692
327	8950.999519
328	9060.999677
329	9087.000301
330	9017.999762
331	9134.000809
332	9134.000809
333	9089.000597
